Unnamed: 0,GENERAL,Unnamed: 2,General Notes ,Unnamed: 4,Unnamed: 5,Unnamed: 6,GSP Information,Answer,Unnamed: 9,Unnamed: 10,Unnamed: 11
WQ,,,All,1,"Does the GSP identify benefits or impacts of identified projects and management actions to key beneficial users such as GDEs, drinking water users, tribes, DACs?","NO = no mention of benefits, &/ on-going project without coordination beyond general mention of ""beneficial users"". SOMEWHAT = beneficial users explicilty identified, but impacts not well described or beneficial users explicilty identifed and described, but no PMAs with benefits to GDEs, drinking water users, tribes or DACs;  YES = beneficial users exlicitly idenfitied, impacts and benefits described and PMAs with benefits to GDEs, drinking water users, tribes and DACs.","beneficial users, environment, GDE, DAC, trib*",Yes,"5.3.5 Develop Domestic Well Management Program 
In 2021, some households reliant on domestic wells reported dry wells in Big Valley Basin. It is important to identify the reason why these wells have gone dry. Development of a domestic well management program is aimed at better understanding domestic well issues in Big Valley Basin and protecting drinking water well users from potential impacts to changing groundwater levels or quality. Activities that could be part of this program include: 
5.3.5.1 Domestic Well Inventory 
A more thorough domestic well inventory will be developed that includes information on well 339 location, construction, and use. The GSA will compile publicly available data from DWR’s Online System for Well Completion Report (OSWCR) Database, County Well Permit Database, County Assessor parcel data, and census data. While DWR’s OSWCR Database and the County’s Well Permit Database have data on well presence, location, and some construction information, these databases are generally known to be incomplete, and locations given are not precise. As such, the County Assessor parcel data and census data can be used to infer the presence of domestic wells based on use/dwelling code of a parcel, or from comparing number of homes in a census block to available community water system location and population served data. The GSA will also coordinate with Lake County Division of Environmental Health to require that all new wells comply with DWR regulations.
5.3.5.2 Coordination with DWR’s Household Water Supply Shortage 359 Reporting System 
DWR’s Household Water Supply Shortage Reporting System (HWSSRS) is a website for Californians to report problems they experience with their private (self-managed) household water supply and to find resources to address household water shortage. The information compiled in the HWSSRS is also intended to inform state and local agencies’ actions to address drought impacts on household water supplies. Improved coordination with DWR’s HWSSRS, and outreach within the Big Valley Basin to encourage use of this reporting system for wells that have gone dry, would help the GSA to understand and be prepared to help mitigate impacts to domestic wells.
5.3.5.3 Outreach and Engagement 
By developing a more complete inventory of domestic wells and reviewing the HWSSRS, the GSA can engage with well owners and users that are more likely to be impacted by lowering of groundwater levels or degraded groundwater quality and help to identify options for improving the reliability of their water source, including deepening or replacing their wells, or considering alternative sources like consolidating with a nearby water system. The GSAs will also provide 386 information and resources to domestic and small agricultural well owners and users, including funding for well testing, inspection, and replacement. These resources will be targeted to well owners and users in locations where wells have gone dry.
5.3.5.4 Domestic Well Mitigation Program
A domestic well mitigation program can be established to address impacted wells, and wells requiring mitigation may be identified through engagement and using DWR’s HWSSRS. Short-term actions can include emergency bottled water or hauled water programs. Specific long-term actions that could be implemented by this mitigation program include well deepening, well replacement, or connection to existing community water systems.
&&&
5.5.2 Keep Hitch Passage and Spawning Data Updated 
The proposed project involves coordination with the Big Valley Band of Pomo Indians, FlowWest, and CDFW to incorporate updated data and understanding of the timing and location of hitch passage and spawning into GSP updates and to share groundwater level and streamflow data generated through progress on other PMAs. As it was discussed in Section 2.2.3.3, there are concerns about the adverse impacts of different activities on various hitch life cycles which cannot be determined due to lack of high spatial and temporal resolution data. The objective of this project is to support hitch management strategies in the Basin.
&&&","Page 5-11 / 5.3.5
Page 5-11 / 5.3.5.1
Page 5-12 / 5.3.5.2
Page 5-12 / 5.3.5.3
Page 5-13 / 5.3.5.4
Page 5-23 / 5.5.2","1. Do they identify explicity beneficial users? Yes
2. Do they describe the impact or benefit to the users identified? Yes
3. Across all PMAs, do they include GDEs, drinking water users, Tribes and DACs? If yes, which? domestic users, working with tribes
4. Are the projects proposed, ongoing? will be implemented upon adoptation of GSA / Hitch passage: no mention of time
5. Are the projects implemented by GSA or others? GSA and individual proponents / Hitch passage: Pomo Indians
"
Stakeholder & WQ,,,DACs,2,Does the GSP include any recharge projects with explicit benefits to DACs?,"NO = no mention of benefits, &/ on-going project without coordination. SOMEWHAT = benefits to beneficial users broadly &/or on-going project with coordination &/or proposed project;  YES = explicit benefits to environment & the GSPs implementing;","recharge, managed aquifer recharge, MAR",No,,,"1. Are there projects that involve groundwater recharge?
2. Do those projects list explicit benefits to DACs?
3. Are the projects new, on-going and proposed?
4. Are the projects implemented by the GSP or others? 
5. If others, is the GSP coordinating with the others in implementation?
"
WQ,,,DACs / Drinking Water,,Does the GSP include a drinking water well mitigation program to avoid significiant and unreasonable loss of drinking water?,"NO: No well mitigation program SOMEWHAT: well mitigation program, but not explicitly for drinking water users and DACs &/ proposed or on-going with coordination YES: well mitigation program for drinking water users and DACs","drinking water, well mitigation program",Somewhat,"5.3.5 Develop Domestic Well Management Program 
In 2021, some households reliant on domestic wells reported dry wells in Big Valley Basin. It is important to identify the reason why these wells have gone dry. Development of a domestic well management program is aimed at better understanding domestic well issues in Big Valley Basin and protecting drinking water well users from potential impacts to changing groundwater levels or quality. Activities that could be part of this program include: 
5.3.5.1 Domestic Well Inventory 
A more thorough domestic well inventory will be developed that includes information on well 339 location, construction, and use. The GSA will compile publicly available data from DWR’s Online System for Well Completion Report (OSWCR) Database, County Well Permit Database, County Assessor parcel data, and census data. While DWR’s OSWCR Database and the County’s Well Permit Database have data on well presence, location, and some construction information, these databases are generally known to be incomplete, and locations given are not precise. As such, the County Assessor parcel data and census data can be used to infer the presence of domestic wells based on use/dwelling code of a parcel, or from comparing number of homes in a census block to available community water system location and population served data. The GSA will also coordinate with Lake County Division of Environmental Health to require that all new wells comply with DWR regulations.
5.3.5.2 Coordination with DWR’s Household Water Supply Shortage 359 Reporting System 
DWR’s Household Water Supply Shortage Reporting System (HWSSRS) is a website for Californians to report problems they experience with their private (self-managed) household water supply and to find resources to address household water shortage. The information compiled in the HWSSRS is also intended to inform state and local agencies’ actions to address drought impacts on household water supplies. Improved coordination with DWR’s HWSSRS, and outreach within the Big Valley Basin to encourage use of this reporting system for wells that have gone dry, would help the GSA to understand and be prepared to help mitigate impacts to domestic wells.
5.3.5.3 Outreach and Engagement 
By developing a more complete inventory of domestic wells and reviewing the HWSSRS, the GSA can engage with well owners and users that are more likely to be impacted by lowering of groundwater levels or degraded groundwater quality and help to identify options for improving the reliability of their water source, including deepening or replacing their wells, or considering alternative sources like consolidating with a nearby water system. The GSAs will also provide 386 information and resources to domestic and small agricultural well owners and users, including funding for well testing, inspection, and replacement. These resources will be targeted to well owners and users in locations where wells have gone dry.
5.3.5.4 Domestic Well Mitigation Program
A domestic well mitigation program can be established to address impacted wells, and wells requiring mitigation may be identified through engagement and using DWR’s HWSSRS. Short-term actions can include emergency bottled water or hauled water programs. Specific long-term actions that could be implemented by this mitigation program include well deepening, well replacement, or connection to existing community water systems.","Page 5-11 / 5.3.5
Page 5-11 / 5.3.5.1
Page 5-12 / 5.3.5.2
Page 5-12 / 5.3.5.3
Page 5-13 / 5.3.5.4","1. Is there a well mitigation program? yes
2. Is the program new, on-going or proposed? immediately upon adoption of the GSP.
3. Is the well mitigation program explicitly for drinking water users and DACs? domestic users no mention of DAC

"
WQ,,,DACs,1,Does the GSP identify potential impacts to water quality from Projects and Management Actions?,"NO = no mention of benefits, &/ on-going project without coordination. SOMEWHAT = benefits to beneficial users broadly &/or on-going project with coordination &/or proposed project;  YES = explicit benefits to DACs & the GSPs implementing;","water quality, disadvantaged communit*, DAC",Somewhat,"5.3.3 Conduct RMS Wells Baseline Water Quality Survey 
Lack of recent data to form a comprehensive baseline for groundwater quality is a data gap for the monitoring program, as described in Section 3. Several water quality parameters, including nitrate and Total Dissolved Solids (TDS), have been identified by stakeholders and the GSA as needing expanded monitoring to improve characterization of the Big Valley Basin. Nitrate is an important water quality indicator for human health, while TDS is generally regarded as an aesthetic concern for drinking water. This project involves quarterly monitoring of the seven groundwater quality RMS wells for a period of two years to establish current baseline conditions in the Big Valley Basin. Once baseline monitoring is complete, annual groundwater quality monitoring will occur during the October water level monitoring event. Electrical Conductivity (EC), arsenic, nitrate, boron, and TDS will be included in water quality analysis for baseline and continued annual monitoring; however, only EC is managed under this GSP.",Page 5-9 / 5.3.3,"1. Do those projects list potential impacts to water quality? Yes
2. Do those Projects list potential impacts to DAC? No
3. Are the projects new, on-going or proposed? Quarterly monitoring of the seven groundwater quality RMS wells will be carried out for a period of two years, starting when funding is available.
4. Are the projects implemented by the GSP or others? GSA
5. If others, is the GSP coordinating with the others in implementation?
"
CC/Other,OTHER,,,,Does the GSP have plans to use Open ET to monitor groundwater extractions from agriculture?,"No: Open ET not mentioned in GSP
Somewhat: Satellite based evapotranspiration used in analysis and monitoring for future groundwater extractions from agriculture
Yes: Open ET identified as a resource that will be used for monitoring future extractions from agriculture",OpenET,No,,,No reference to OpenET or use of satellite-based ET analysis
CC/Other,,,,,Does the GSP have plans to install meters on wells in the basin?,"No: No mention of installing meters on wells or mentions meters as a DWR recommendation but no plans to install
Somewhat: Mentions potential plans for installing meters in event of exceedance, or identifies need for meters but no details of plans for installation
Yes: Describes plans for installing meters in detail as a planned project  ",meters,No,,,No reference to any existing metering or requiring metering in the future
CC/Other,,,,,"Does the GSP have plans to implement demand reduction (e.g., pumping cuts) in the basin?","No:  Demand reduction not mentioned 
Somewhat: Mentions potential plans for demand reduction in event of exceedance, or future potential PMAs of demand reduction
Yes: Planned PMAs of demand reduction are described","demand, demand reduction, pumping cuts, demand management",No,,,Only PMA related to demand management is a project hoping to better quantify demand but not necessarily reduce it.
CC/Other,,,,,"Does the GSP have plans to implement supply augmentation (e.g., recharge projects, desalinating brackish groundwater) in the basin to achieve sustainability?","No: No plans in place for supply augmentation
Somewhat: Potential projects or evaluations of feasibility to implement supply augmentation mentioned
Yes: Planned supply augmentation described in detail to achieve sustainability","recharge, managed aquifer recharge, MAR, desalin*, brackish groundwater",Somewhat,"The Adobe Creek Conjunctive Use (ACCU) Project has been recognized as an opportunity to increase groundwater recharge in the Big Valley Basin for decades...
...The potential project involves: 
1. Improving control of water storage in Highland Springs Reservoir by retrofitting seven hydraulically operated sluice gates to the existing Principal Spillway; 
2. Modifying reservoir operations to provide for storage of a small portion of winter inflow that is normally spilled to Clear Lake; 
3. Increasing groundwater recharge by natural percolation of releases from the reservoir into the streambeds of lower Highland and Adobe Creeks; 
4. Relocating the existing water intake in Highland Springs Reservoir to accommodate lower reservoir water levels in fall; and 
5. Improving regulation of flow in Adobe Creek during spring to enhance spawning habitat for fish (particularly the Clear Lake hitch).",Page 5-17 / 5.4.1,Potential PMA that would increase recharge (no quantified estimate of benefit)
CC/Other,,,,,"Do they evaluate whether Project and Management Actions close the gap for current and projected sustainable yield (e.g., overdraft as compared to the projected sustainable yield)? ","No: No mention of sustainable yield or overdraft, or closing the gap through PMAs
Somewhat: PMAs are described to close the gap but are future potential projects AND/OR the given yield estimate is not the projected sustainable yield.
Yes: Planned PMAs are identified as those that close the gap for projected sustainable yield and is demonstrated quantitatively","sustainable yield, overdraft, balance",Somewhat,"Tier 1 PMAs are those that will be GSA-led and are prioritized for implementation. Tier 1 is divided into two sub-tiers: Tier 1A, PMAs required to reach sustainability, and Tier 1B, PMAs required to comply with SGMA and support GSA operations. As Sections 2 and 4 demonstrate, Big Valley Basin is currently managed sustainably. As such, there are no Tier 1A PMAs identified as of November 2021.",Page 5-3 / 5.3,"Basin stated to be sustainable, and thus does not PMAs to address sustainability. A proposed tier 2 project would increase GW recharge, but does not relate this to meeting sustainability criteria."
CC/Other,,,,,Does the GSP reference / propose any new water markets in the basin?,"No: No new water markets referenced or proposed
Somewhat: no somewhat for this question
Yes: New water markets are referenced or proposed",water market,No,,,No reference to exisiting or proposed water markets
CC/Other,,,,,"Does the GSP identify the potential impact of climate change on obtaining/crossing thresholds for Sustainable Management Criteria (e.g., as a driver of undesirable result or potential reason for crossing a minimum threshold)?","No: No impacts from climate change referenced in SMC
Somewhat: References climate change impacts but does not identify as a reason for crossing thresholds
Yes: Explicitly identifies climate change as a reason for obtaining/crossing thresholds for SMC",climate change,No,"A prolonged period of extracting groundwater greater than the sustainable yield can cause chronic lowering of groundwater elevations in the Basin and could cause an undesirable result  in the future. However, undesirable results driven by local water use, while possible, are considered unlikely under projected land and water use estimates, even when the effects of climate change are considered.","Page 4-5 / 4.4.1.1
",Climate change not considered a driver of undesirable results for both lowering of GW levels and reduction of GW storage (by proxy); CC not referenced for other SMCs
CC/Other,,,,,"Does the GSP includes details on coordination with water quality control programs (e.g., Regional Water Quality Control Board, CV-Salts)?","No: No mention of RWQCB or it is mentioned but coordination not discussed at all
Somewhat: Recognizes RWQCB as interested party or stakeholder but details of coordination not included
Yes: Coordination between RWQCB and GSA are clearly defined","Regional Water Quality Control Board (RWQCB), CV-Salts",Somewhat,"As part of the Irrigated Lands Regulatory Program, irrigated land producers must submit a “Conditional Waiver for Irrigation Return Flows and Storm Water Runoff from Irrigated Lands.” This conditional waiver requires dischargers to apply for individual Waste Discharge Requirement Permits or to participate in a watershed group that assists in monitoring and achieving water quality objectives. Due to the permit and monitoring expense for individual permits, almost all irrigated agricultural landowners in Lake County have joined the Sacramento Valley Water Quality Coalition (SVWQC) to comply with the conditional waiver requirements. As part of the SVWQC water quality monitoring plan, monitoring is carried out in Lake County  six times a year. These monitoring events sample representative surface water sites during a range of hydrologic conditions, including first storm flush, winter and spring flows, and the dry season. Representative monitoring sites are chosen based on proximity to concentrated agriculture and lack of influence from urban sources.
&&
The National Pollution Discharge Elimination System (NPDES) is a permitting program run by the EPA. The purpose of the program is to regulate point sources that discharge pollutants to waters of the United States. The NPDES program has been delegated to the State of California for implementation through the SWRCB and the nine Regional Water Quality Control Boards (RWQCB), collectively referred to as Water Boards. In California, NPDES permits are also referred to as waste discharge requirements that regulate discharges to waters of the United States. The Central Valley RWQCB oversees the permitting in Lake County.","Page 2-21 / 2.1.5.4
Page 2-22 / 2.1.5.4","RWQCB identified as an authority on water quality, with a farmer-led WQ coalition doing additional monitoring. Coordination between either of these agencies with each other or with GSA not referenced."
CC/Other,,,,,"How many PMAs are there (total #, including tiers)?","No spectrum, just # of PMAs",,17,,,"17 Projects and a brief mention of ""adaptive management"" if thresholds are approached"
CC/Other,,,,,"Are the PMAs all planned projects?  If not, please elaborate whether projects are proposed and how many are proposed versus planned?","no = all proposed
somewhat = mix of planned and proposed
yes = all planned",,Somewhat,,,"All 7 Tier 1B projects will ""be implemented at least in part"" based on funding, 10 proposed projects"
